Experimental;Computed
0.96;1.1
1.4;1.2
1.01;1.01
1.1;1.2
1.1;1.1
1.1;1.1
0.86;0.86
1.1;1.1
1.2;1.1
0.947;0.86
0.82;0.86
0.81;0.86
0.86;0.947
1.6;1.2
0.786;0.813
0.813;0.947
0.86;0.947
1.5;1.8
0.791;0.797
1.1;1.1
1.1;1.1
1.1;1.3
1.3;1.4
1.1;1.1
0.86;0.86
1.1;1.1
0.86;0.82
1.6;1.8
0.854;0.82
1.1;1.1
0.797;0.791
1.01;0.99
1.2;1.4
0.99;0.96
1.8;1.7
2.2;1.1
1.3;1.6
0.947;0.813
1.1;1.2
1.7;1.8
