Experimental;Computed
50.0;152.1
54.0;375.8
375.8;423.7
959.3;828.3
423.7;347.9
347.9;152.1
807.2;776.9
667.6;669.5
828.3;667.6
648.0;609.8
736.5;807.2
609.8;628.8
559.7;423.7
628.8;609.8
776.9;807.2
669.5;776.9
152.1;559.7
217.0;347.9
1418.5;959.3
547.7;559.7
