Core;Branch;Terminal_Branch;Generation;volume;pH;viscosity;transition_temp;density;boiling_point;refractive_index;freezing_point;solubility;solution;PSA;fr_C_O_noCOO;Chi4v;fr_Ar_COO;fr_SH;Chi4n;SMR_VSA10;fr_para_hydroxylation;fr_barbitur;fr_halogen;fr_dihydropyridine;fr_priamide;fr_Al_COO;fr_guanido;fr_furan;fr_morpholine;fr_nitroso;fr_COO2;fr_amidine;SMR_VSA7;fr_benzodiazepine;fr_Imine;MolWt;fr_hdrzine;fr_urea;fr_Ar_NH;fr_quatN;fr_benzene;fr_phos_acid;fr_sulfone;VSA_EState10;fr_aniline;fr_N_O;fr_sulfonamd;fr_thiazole;TPSA;EState_VSA8;PEOE_VSA14;PEOE_VSA13;PEOE_VSA12;PEOE_VSA11;PEOE_VSA10;BalabanJ;fr_lactone;EState_VSA10;EState_VSA11;HeavyAtomMolWt;fr_nitro_arom;Chi0;Chi1;MolLogP;fr_nitro;fr_Al_OH;fr_azo;fr_C_O;fr_ether;fr_phenol_noOrthoHbond;fr_alkyl_halide;NumValenceElectrons;fr_aryl_methyl;fr_Ndealkylation2;fr_term_acetylene;HallKierAlpha;fr_C_S;fr_thiocyan;fr_ketone_Topliss;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState1;VSA_EState2;VSA_EState3;fr_HOCCN;fr_NH2;SlogP_VSA12;EState_VSA9;SlogP_VSA10;SlogP_VSA11;fr_COO;NHOHCount;fr_unbrch_alkane;fr_methoxy;fr_thiophene;SlogP_VSA8;SlogP_VSA9;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;fr_phos_ester;fr_piperzine;fr_nitrile;NumHeteroatoms;fr_NH1;fr_NH0;BertzCT;LabuteASA;fr_amide;Chi3n;fr_imidazole;SMR_VSA3;SMR_VSA2;SMR_VSA1;Kappa1;SMR_VSA6;Kappa3;Kappa2;EState_VSA6;Chi3v;SMR_VSA9;SMR_VSA8;EState_VSA2;EState_VSA3;fr_Ndealkylation1;EState_VSA1;fr_ketone;SMR_VSA5;Ipc;fr_diazo;SMR_VSA4;fr_Ar_N;fr_Nhpyrrole;EState_VSA7;fr_ester;EState_VSA4;NumHDonors;fr_prisulfonamd;fr_oxime;EState_VSA5;fr_isocyan;Chi2n;Chi2v;HeavyAtomCount;fr_azide;NumHAcceptors;fr_lactam;fr_allylic_oxid;VSA_EState8;fr_oxazole;VSA_EState9;fr_piperdine;fr_Ar_OH;fr_sulfide;fr_alkyl_carbamate;NOCount;Chi1n;PEOE_VSA8;PEOE_VSA7;PEOE_VSA6;PEOE_VSA5;PEOE_VSA4;PEOE_VSA3;PEOE_VSA2;PEOE_VSA1;fr_imide;Chi1v;fr_Al_OH_noTert;fr_epoxide;fr_hdrzone;fr_isothiocyan;fr_bicyclic;Chi0n;fr_phenol;MolMR;PEOE_VSA9;MolecularFormula;fr_aldehyde;fr_pyridine;fr_tetrazole;RingCount;fr_nitro_arom_nonortho;Chi0v;fr_ArN;NumRotatableBonds
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);;7;;;;;0.8;;1.341;;;5;;0;912.125280141;0;0;912.125280141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118547.38;0;0;0;0;0;0;0;0;0;0;0;0;47879.84;5423.12437609;0;0;0;0;6352.45919415;95.4905765466;0;2614.54202616;2594.11591658;106201.396;0;6023.00470947;3938.8823435;-1094.0772;0;1020;0;0;0;0;0;48986;0;0;0;-122.48;0;0;0;0;0;0;0;0;0;0;0;512;0;2935.63774831;0;0;0;2552;0;0;0;0;0;0;6549.23805538;0;0;8358.76212439;34100.1152145;0;0;0;0;3062;1020;510;;48698.8260398;0;1412.77410134;0;7922.07833882;0;5208.65794274;8041.52;20040.0441149;5114.33049476;5674.97650127;2195.15955942;1412.77410134;0;0;6701.83055965;0;0;26239.9108048;0;12901.6972495;nan;0;2935.63774831;0;0;0;0;29.3994583851;2552;0;0;274.394944928;0;2115.80746691;2115.80746691;8164;0;3062;0;0;0;0;19221;0;0;0;0;3062;3048.20082623;20040.0441149;6549.23805538;0;0;0;0;5423.12437609;10643.2496538;0;3048.20082623;1020;0;0;0;0;4965.14729432;0;32019.2828;0;C5102H12248N2042O1020;0;0;0;0;0;4965.14729432;0;6631
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);;10;;;;;0.82;64.7;1.362;;;20;;0;nan;0;0;nan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;951210.932;0;0;0;0;0;0;0;nan;0;0;0;0;383987.36;nan;0;0;0;0;50994.054786;nan;0;nan;nan;852160.820001;0;48325.3818415;31605.732888;;0;8188;0;0;0;0;0;393050;0;0;0;-982.64;0;0;0;nan;nan;nan;nan;nan;nan;nan;0;4096;0;nan;0;0;0;20472;0;0;0;0;0;0;52573.6874485;0;0;67018.9670761;273645.017401;0;0;0;0;24566;8188;4094;nan;390746.24322;0;nan;0;63594.0955277;0;41812.246309;64525.36;160778.485868;nan;nan;nan;nan;0;0;nan;nan;0;nan;0;103567.742234;nan;0;23485.1019865;0;0;nan;0;nan;20472;0;0;nan;0;nan;nan;65508;0;24566;0;0;nan;0;nan;0;0;0;0;24566;24460.0310958;160778.485868;52573.6874485;0;0;0;0;43533.8650896;85357.5787335;0;24460.0310958;8188;0;0;0;0;39839.4235976;0;;0;C40942H98264N16378O8188;0;0;0;0;0;39839.4235976;0;53223
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];0.5;;;;;0.86;65;1.368;;;20;;8;7.4752973329;0;0;7.4752973329;47.7544423036;0;0;0;0;0;8;0;0;0;0;8;0;0;0;0;1093.196;0;0;0;0;0;0;0;0;0;0;0;0;469.52;21.267154416;0;0;0;0;24.9116046829;6.1610924435;0;99.6346262107;0;1012.556;0;57.2623625305;35.9274472596;-14.8892;0;4;0;8;0;0;0;442;0;0;0;-4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;77.0498594751;0;0;62.1193735748;266.476255881;38.3562974726;0;0;0;30;4;6;1360.15238907;442.743078758;0;11.8967284749;0;50.6666128011;0;99.6346262107;71.2;143.98464093;45.3994572362;44.2095741099;19.5996389234;11.8967284749;0;0;207.944987593;13.0895128118;0;72.6660469866;0;101.961464158;2.17316894774e+15;0;0;0;0;9.7998194617;0;0;8;0;0;0;0;18.0603006855;18.0603006855;76;0;30;0;0;0;0;227.666666667;0;0;0;0;30;25.5212160584;191.739083234;77.0498594751;0;0;0;0;21.267154416;129.034084596;0;25.5212160584;4;0;0;0;0;43.3551402395;0;250.138;0;C46H80N10O20-8;0;0;0;0;0;43.3551402395;0;55
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];1.5;;;;;0.86;65;1.365;;;20;;16;18.5233579797;0;0;18.5233579797;95.5088846072;0;0;0;0;0;16;0;0;0;0;16;0;0;0;0;2590.948;0;0;0;0;0;0;0;0;0;0;0;0;1074.56;63.8014632481;0;0;0;0;74.7348140488;8.58217356;0;219.695362001;0;2389.348;0;134.716748737;85.3797716624;-32.9684;0;12;0;16;0;0;0;1050;0;0;0;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;24;0;0;0;0;0;0;179.783005442;0;0;145.505901566;653.537609545;76.7125949451;0;0;0;70;12;14;3599.58137105;1050.57685775;0;29.1680318796;0;132.40019948;0;219.695362001;170;353.416845919;109.345655675;108.16;0;29.1680318796;0;0;430.466705394;0;0;272.976844623;0;254.517819491;1.42676168586e+53;0;0;0;0;29.3994583851;0;0;24;0;0;39.1992778468;0;43.8382711671;43.8382711671;180;0;70;0;0;0;0;519.666666667;0;0;0;0;70;61.6745015344;448.925730527;179.783005442;0;0;0;0;63.8014632481;288.294098233;0;61.6745015344;12;0;0;0;0;103.602458065;0;607.662;0;C110H200N26O44-16;0;0;0;0;0;103.602458065;0;135
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];2.5;;;;;0.86;65;1.366;;;10;;32;40.6194792734;0;0;40.6194792734;191.017769214;0;0;0;0;0;32;0;0;0;0;32;0;0;0;0;5586.452;0;0;0;0;0;0;0;0;0;0;0;0;2284.64;148.870080912;0;0;0;0;174.381232781;12.4679914884;0;459.816833581;0;5142.932;0;289.625521151;184.284420468;-69.1268;0;28;0;32;0;0;0;2266;0;0;0;-20.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;56;0;0;0;0;0;0;385.249297376;0;0;312.278957547;1427.66031687;153.42518989;0;0;0;150;28;30;8464.7617667;2266.24441572;0;63.710638689;0;295.867372838;0;459.816833581;367.6;772.281255898;237.252291889;236.068153988;68.5987362319;63.710638689;0;0;952.06426134;0;0;570.865293929;0;559.630530156;2.33982218542e+139;0;0;0;0;0;0;0;56;0;0;78.3985556936;0;95.3942121302;95.3942121302;388;0;150;0;0;0;0;1103.66666667;0;0;0;0;150;133.981072487;963.299025112;385.249297376;0;0;0;0;148.870080912;606.814125506;0;133.981072487;28;0;0;0;0;224.097093717;0;1322.71;0;C238H440N58O92-32;0;0;0;0;0;224.097093717;0;295
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];3.5;;;;;0.81;65;1.346;;;10;;64;84.8117218608;0;0;84.8117218608;382.035538429;0;0;0;0;0;64;0;0;0;0;64;0;0;0;0;11577.46;0;0;0;0;0;0;0;0;0;0;0;0;4704.8;319.00731624;0;0;0;0;373.674070244;18.9071240543;0;940.059776741;0;10650.1;0;599.443065979;382.093718079;-141.4436;0;60;0;64;0;0;0;4698;0;0;0;-41.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;120;0;0;0;0;0;0;796.181881243;0;0;645.82506951;2975.90573153;306.850379781;0;0;0;310;60;62;18879.9273884;4697.57953167;0;132.795852308;0;622.801719553;0;940.059776741;762.8;1610.01007585;493.070632294;491.887150474;146.997291926;132.795852308;0;0;1721.86682158;0;0;1440.03474419;0;1169.85595149;nan;0;0;0;0;0;0;0;120;0;0;156.797111387;0;198.506094056;198.506094056;804;0;310;0;0;0;0;2271.66666667;0;0;0;0;310;278.594214391;1992.04561428;796.181881243;0;0;0;0;319.00731624;1243.85418005;0;278.594214391;60;0;0;0;0;465.086365021;0;2752.806;0;C494H920N122O188-64;0;0;0;0;0;465.086365021;0;615
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];4.5;;;;;0.791;65;1.337;;;5;;128;173.196207036;0;0;173.196207036;764.071076858;0;0;0;0;0;128;0;0;0;0;128;0;0;0;0;23559.476;0;0;0;0;0;0;0;0;0;0;0;0;9545.12;659.281786897;0;0;0;0;772.259745171;29.8083894607;0;1839.26733432;61.2783287381;21664.436;0;1219.07815564;777.712313302;-286.0772;0;124;0;128;0;0;0;9562;0;0;0;-82.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;248;0;0;0;0;0;0;1618.04704898;0;0;1312.91729344;6072.39656084;613.700759561;0;0;0;630;124;126;41000.5806541;9560.24976357;0;270.966279546;0;1276.67041298;0;1900.54566306;1553.2;3285.46771577;1004.70948934;1003.52631377;156.797111387;270.966279546;0;0;1466.02543492;0;0;4973.82015185;0;2390.30679415;nan;0;0;0;0;0;0;0;248;0;0;460.5915147;0;404.729857909;404.729857909;1636;0;630;0;0;0;0;4607.66666667;0;0;0;0;630;567.820498199;4049.53879263;1618.04704898;0;0;0;0;659.281786897;2517.93428915;0;567.820498199;124;0;0;0;0;947.064907628;0;5612.998;0;C1006H1880N250O380-128;0;0;0;0;0;947.064907628;0;1255
N(*)(*)CCN(*)(*);CCC(O)NCCN(*)(*);CCC(=O)[O-];5.5;;;;;0.8;;1.337;;;5;;256;349.965177385;0;0;349.965177385;1528.14215372;0;0;0;0;0;256;0;0;0;0;256;0;0;0;0;47523.508;0;0;0;0;0;0;0;0;0;0;0;0;19225.76;1339.83072821;0;0;0;0;1569.43109503;48.5902753774;0;3515.12579201;306.39164369;43693.108;0;2458.34833495;1568.94950375;-575.3444;0;252;0;256;0;0;0;19290;0;0;0;-166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;504;0;0;0;0;0;0;3261.77738445;0;0;2647.10174129;12265.3782195;1227.40151912;0;0;0;1270;252;254;87328.2861829;19285.5902274;0;547.307134021;0;2584.40779985;0;3821.5174357;3134;6636.3829956;2027.9882155;2026.80518802;0;547.307134021;0;0;0;0;0;12995.7336288;0;4831.20847947;nan;0;0;0;0;0;0;68.5987362319;504;0;0;1175.9783354;0;817.177385614;817.177385614;3300;0;1270;0;0;0;0;9279.66666667;0;0;0;0;1270;1146.27306582;8164.52514931;3261.77738445;0;0;0;0;1339.83072821;5066.09450734;0;1146.27306582;252;0;0;0;0;1911.02199284;0;11333.382;0;C2030H3800N506O764-256;0;0;0;0;0;1911.02199284;0;2535
N(*)(*)CCN(*)(*);NCC(O)(*)(*);;3;;;;;0.86;65;1.364;;;20;;0;21.7028839681;0;0;21.7028839681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3604.18;4;0;0;0;0;0;0;0;0;0;0;0;1942.08;319.443327413;0;0;0;163.769770555;0;14.5405838219;0;306.39164369;0;3293.716;0;184.049144841;115.275391551;-65.5292;0;60;0;0;0;0;0;1466;0;0;0;-4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;319.443327413;1097.59236491;0;0;0;0;122;60;2;4476.53046323;1410.94321444;0;34.8661898536;0;329.679158047;0;306.39164369;239.12;617.195120031;106.623356266;128.23440651;0;34.8661898536;0;0;0;10.2358306341;0;780.964890586;0;163.769770555;2.43439097405e+85;0;0;0;0;0;0;0;120;0;0;0;0;56.0280653881;56.0280653881;244;0;122;0;0;0;0;690;0;0;0;0;122;79.5198599448;222.521717801;0;0;0;10.2358306341;21.7031655884;297.740161824;306.39164369;0;79.5198599448;32;0;0;0;0;138.195280353;0;858.914;394.67340223;C122H308N62O60;0;0;0;0;0;138.195280353;0;183
N(*)(*)CCN(*)(*);NCC(O)(*)(*);;4;;;;;0.947;65;1.359;;;10;;0;44.8814826721;0;0;44.8814826721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7384.532;4;0;0;0;0;0;0;0;0;0;0;0;4006.72;659.717798069;0;0;0;350.935222617;0;22.8823170502;0;490.226629905;142.982767056;6751.508;0;377.186229831;235.843934046;-135.366;0;124;0;0;0;0;0;3002;0;0;0;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;659.717798069;2241.86020309;0;0;0;0;250;124;2;10094.7601315;2887.67794497;0;72.1755006257;0;669.953628703;0;633.20939696;490;1247.47975287;216.592288734;259.41727779;0;72.1755006257;0;0;10.2358306341;0;0;1598.41497549;0;350.935222617;8.67071332937e+197;0;0;0;0;0;0;0;248;0;0;0;0;115.682815948;115.682815948;500;0;250;0;0;0;0;1418;0;0;0;0;250;162.735691482;431.95392279;0;0;0;10.2358306341;21.7031655884;638.014632481;633.20939696;0;162.735691482;64;0;0;0;0;282.699201458;0;1756.226;815.525830084;C250H628N126O124;0;0;0;0;0;282.699201458;0;375
N(*)(*)CCN(*)(*);NCC(O)(*)(*);;5;;;;;0.786;;1.3374;;;5;;0;91.2386800801;0;0;91.2386800801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14945.236;4;0;0;0;0;0;0;0;0;0;0;0;8136;1340.26673938;0;0;0;725.266126743;0;37.0993731791;0;980.453259809;306.39164369;13667.092;0;763.460399811;476.981019035;-275.0396;0;252;0;0;0;0;0;6074;0;0;0;-20.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;0;0;0;0;0;0;0;0;1340.26673938;4530.39587944;0;0;0;0;506;252;2;22085.0452317;5841.14740604;0;146.79412217;0;1350.50257002;0;1286.8449035;991.76;2508.04901856;436.578448043;521.858023205;0;146.79412217;0;0;0;0;0;3243.55097594;0;725.266126743;nan;0;0;0;0;0;0;0;504;0;0;0;0;234.992317067;234.992317067;1012;0;506;0;0;0;0;2874;0;0;0;0;506;329.167354557;850.818332769;0;0;0;10.2358306341;21.7031655884;1318.56357379;1286.8449035;0;329.167354557;128;0;0;0;0;571.70704367;0;3550.85;1657.23068579;C506H1268N254O252;0;0;0;0;0;571.70704367;0;759
