DataBase;ID;volume;pH;viscosity;transition_temp;density;boiling_point;refractive_index;freezing_point;solubility;solution;PSA;fr_C_O_noCOO;Chi4v;fr_Ar_COO;fr_SH;Chi4n;SMR_VSA10;fr_para_hydroxylation;fr_barbitur;fr_halogen;fr_dihydropyridine;fr_priamide;fr_Al_COO;fr_guanido;fr_furan;fr_morpholine;fr_nitroso;fr_COO2;fr_amidine;SMR_VSA7;fr_benzodiazepine;fr_Imine;MolWt;fr_hdrzine;fr_urea;fr_Ar_NH;fr_quatN;fr_benzene;fr_phos_acid;fr_sulfone;VSA_EState10;fr_aniline;fr_N_O;fr_sulfonamd;fr_thiazole;TPSA;EState_VSA8;PEOE_VSA14;PEOE_VSA13;PEOE_VSA12;PEOE_VSA11;PEOE_VSA10;BalabanJ;fr_lactone;EState_VSA10;EState_VSA11;HeavyAtomMolWt;fr_nitro_arom;Chi0;Chi1;MolLogP;fr_nitro;fr_Al_OH;fr_azo;fr_C_O;fr_ether;fr_phenol_noOrthoHbond;fr_alkyl_halide;NumValenceElectrons;fr_aryl_methyl;fr_Ndealkylation2;fr_term_acetylene;HallKierAlpha;fr_C_S;fr_thiocyan;fr_ketone_Topliss;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState1;VSA_EState2;VSA_EState3;fr_HOCCN;fr_NH2;SlogP_VSA12;EState_VSA9;SlogP_VSA10;SlogP_VSA11;fr_COO;NHOHCount;fr_unbrch_alkane;fr_methoxy;fr_thiophene;SlogP_VSA8;SlogP_VSA9;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;fr_phos_ester;fr_piperzine;fr_nitrile;NumHeteroatoms;fr_NH1;fr_NH0;BertzCT;LabuteASA;fr_amide;Chi3n;fr_imidazole;SMR_VSA3;SMR_VSA2;SMR_VSA1;Kappa1;SMR_VSA6;Kappa3;Kappa2;EState_VSA6;Chi3v;SMR_VSA9;SMR_VSA8;EState_VSA2;EState_VSA3;fr_Ndealkylation1;EState_VSA1;fr_ketone;SMR_VSA5;Ipc;fr_diazo;SMR_VSA4;fr_Ar_N;fr_Nhpyrrole;EState_VSA7;fr_ester;EState_VSA4;NumHDonors;fr_prisulfonamd;fr_oxime;EState_VSA5;fr_isocyan;Chi2n;Chi2v;HeavyAtomCount;fr_azide;NumHAcceptors;fr_lactam;fr_allylic_oxid;VSA_EState8;fr_oxazole;VSA_EState9;fr_piperdine;fr_Ar_OH;fr_sulfide;fr_alkyl_carbamate;NOCount;Chi1n;PEOE_VSA8;PEOE_VSA7;PEOE_VSA6;PEOE_VSA5;PEOE_VSA4;PEOE_VSA3;PEOE_VSA2;PEOE_VSA1;fr_imide;Chi1v;fr_Al_OH_noTert;fr_epoxide;fr_hdrzone;fr_isothiocyan;fr_bicyclic;Chi0n;fr_phenol;MolMR;PEOE_VSA9;MolecularFormula;fr_aldehyde;fr_pyridine;fr_tetrazole;RingCount;fr_nitro_arom_nonortho;Chi0v;fr_ArN;NumRotatableBonds;SMILES
ChemSpider;17346163;;;;;1.2;736.5;1.472;;;;195;0;3.0599784999;0;0;3.0599784999;11.9386105759;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;690.777;0;0;0;0;0;0;0;0;0;0;0;0;194.59;0;11.9386105759;0;0;0;0;3.0513867795;0;9.5890743681;0;632.313;0;34.146078567;23.1258976577;0.1516;0;0;0;2;13;0;0;280;0;0;0;-1.58;0;0;0;0;0;0;0;0;0;0;0;0;0;71.7922731891;0;0;2;2;38;0;0;0;0;0;12.8416432459;0;0;0;193.930596443;71.1682927675;0;0;0;17;0;0;591.531658043;277.710172033;0;5.384631838;0;0;0;81.3813475572;45.42;171.778931077;44.42;40.5941949157;0;5.384631838;0;0;26.0554071749;158.565167148;0;11.9386105759;0;12.8416432459;10690818633.5;0;0;0;0;0;0;0;2;0;0;0;0;9.2483187505;9.2483187505;47;0;15;0;0;0;0;116.833333333;0;0;0;0;17;16.0681221666;0;0;0;0;0;0;9.5890743681;71.7922731891;0;16.0681221666;0;0;0;0;0;27.8171414212;0;165.1526;184.620574323;C30H58O17;0;0;0;0;0;27.8171414212;0;42;C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O)C(=O)O 
ChemSpider;17339164;;;;;1.1;807.2;1.469;;;;227;0;4.2271663899;0;0;4.2271663899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;897.107;0;0;0;0;0;0;0;0;0;0;0;0;227.41;0;0;0;0;0;0;3.0578687982;0;0;0;812.435;0;43.71930009;30.4142135624;-0.7808;0;0;0;0;19;0;0;368;0;0;0;-0.84;0;0;0;0;0;0;0;0;0;0;0;2;0;101.467731077;0;0;0;2;56;0;0;0;0;0;0;0;0;11.4673349543;264.151027463;90.0003961222;0;0;0;21;0;0;702.339110865;364.809134244;0;7.2205298177;0;0;0;90.0003961222;60.16;264.151027463;59.16;59.16;0;7.2205298177;0;0;0;264.151027463;0;0;0;0;1.32578647899e+13;0;11.4673349543;0;0;0;0;0;2;0;0;0;0;12.2124265474;12.2124265474;61;0;21;0;0;0;0;134.5;0;0;0;0;21;21.7861516955;13.0895128118;0;0;0;0;0;0;101.467731077;0;21.7861516955;0;0;0;0;0;37.1956893047;0;223.6698;251.061514651;C40H84N2O19;0;0;0;0;0;37.1956893047;0;58;C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN)N 
ChemSpider;29354498;;;;;1.1;628.8;1.461;;;;148;0;2.602931996;0;0;2.602931996;5.969305288;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;588.688;0;0;0;0;0;0;0;0;0;0;0;0;148.06;0;5.969305288;0;0;0;0;3.0268883558;0;4.7945371841;0;536.272;0;29.0331943919;19.77005561;0.2901;0;0;0;1;12;0;0;240;0;0;0;-1.01;0;0;0;0;0;0;0;0;0;0;0;0;0;61.9488828404;0;0;1;1;33;1;0;0;0;0;6.4208216229;0;0;0;170.143915408;61.6368926297;0;0;0;14;0;0;486.317385728;238.181102494;0;4.6121448366;0;0;0;66.7434200245;38.99;159.068082725;36.99;36.0163227165;7.1097975413;4.6121448366;0;0;13.0277035874;145.351403219;0;5.969305288;0;6.4208216229;416730413.923;0;0;0;0;0;0;0;1;0;0;0;0;7.8726346157;7.8726346157;40;0;13;0;0;0;0;94.6666666667;0;0;0;0;14;13.8290607197;7.1097975413;0;0;0;0;0;4.7945371841;61.9488828404;0;13.8290607197;0;0;0;0;0;24.22500412;0;143.1378;158.379106807;C26H52O14;0;0;0;0;0;24.22500412;0;36;COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O 
ChemSpider;21884608;;;;;1.3;959.3;1.53;;;;326;6;7.2311389678;0;0;5.5082966118;57.1551254461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1109.27;0;0;0;0;0;0;0;3.4957062687;0;4;0;0;275.04;0;11.9386105759;23.6287189174;0;0;0;1.1107946888;0;28.7672231044;0;1028.63;0;53.0452090247;36.3799178531;0.628;0;0;0;6;16;0;0;430;0;0;0;-2.72;0;0;0;0;0;0;0;0;0;0;0;0;21.5877959528;85.4649844283;0;0;0;0;51;0;0;0;0;0;38.5249297376;0;0;0;268.619695021;114.232207533;0;0;0;28;0;2;1294.55136882;441.236857076;4;9.2122510786;0;10.1264354499;0;114.232207533;67.3899150478;222.925930078;41.4448197265;51.0599189348;21.5877959528;11.5455844119;0;0;64.9524575956;195.119130456;0;35.5673294933;0;38.5249297376;8.34644619492e+15;0;0;0;0;0;0;11.5057072135;0;0;0;0;0;15.032209986;17.7343246501;74;0;26;0;0;0;0;179.170960398;0;0;0;0;26;24.995510311;37.1889937052;0;21.5877959528;10.1264354499;0;9.5890743681;19.1781487363;85.4649844283;2;27.4835441827;0;0;0;0;0;42.7931539905;0;261.612;224.26186611;C46H80N2O24S2;0;0;0;2;0;44.4261471524;0;59;C1CC(=O)N(C1=O)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCSSCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)ON2C(=O)CCC2=O 
ChemSpider;17345687;;;;;1.1;559.7;1.477;;;;150;0;1.9945826564;0;1;1.8654832115;18.598094436;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;458.57;0;0;0;0;0;0;0;4.0461762694;0;0;0;0;111.14;12.628789148;5.969305288;0;0;0;0;2.9946677725;0;4.7945371841;0;420.266;0;21.96212658;14.77005561;0.5237;0;0;0;1;8;0;0;180;0;0;0;-0.5;0;0;0;0;0;0;0;0;0;0;0;0;12.628789148;43.0014310252;0;0;1;1;23;0;0;0;0;0;6.4208216229;0;0;0;122.538797722;42.6894408145;0;0;0;11;0;0;349.276814164;184.327393439;0;3.2999490471;0;0;0;47.7959682093;29.5;111.462965039;27.5;26.5350877193;0;3.482523233;0;0;13.0277035874;99.1032294677;0;5.969305288;0;6.4208216229;3141733.76745;0;0;0;0;0;0;5.7528536068;2;0;0;0;0;5.7663248265;6.213538422;30;0;10;0;0;0;0;68.8427126195;0;0;0;0;10;10.2163142531;5.7528536068;0;0;0;12.628789148;0;4.7945371841;43.0014310252;0;10.8487697851;0;0;0;0;0;17.7965838665;0;112.6578;112.130933055;C19H38O10S;0;0;0;0;0;18.6910110575;0;26;C(COCCOCCOCCOCCOCCOCCOCCOCCS)C(=O)O 
ChemSpider;17345686;;;;;1.1;423.7;1.46;;;;103;0;1.5375361524;0;1;1.4084367076;12.628789148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356.481;0;0;0;0;0;0;0;4.0435862805;0;0;0;0;64.61;12.628789148;0;0;0;0;0;2.9219621944;0;0;0;324.225;0;16.8492424049;11.4142135624;0.6622;0;0;0;0;7;0;0;140;0;0;0;0.07;0;0;0;0;0;0;0;0;0;0;0;0;12.628789148;33.1580406766;0;0;0;0;18;1;0;0;0;0;0;0;0;0;98.7521166867;33.1580406766;0;0;0;8;0;0;190.264413357;144.798323899;0;2.5274620457;0;0;0;33.1580406766;23.07;98.7521166867;22.07;22.07;7.1097975413;2.7100362316;0;0;0;85.8894655387;0;0;0;0;119072.772358;0;0;0;0;0;0;5.7528536068;1;0;0;0;0;4.3906406918;4.8378542873;23;0;8;0;0;0;0;46.6786359418;0;0;0;0;7;7.9772528062;12.862651148;0;0;0;12.628789148;0;0;33.1580406766;0;8.6097083383;0;0;0;0;0;14.2044465654;0;90.643;85.8894655387;C15H32O7S;0;0;0;0;0;15.0988737564;0;20;COCCOCCOCCOCCOCCOCCOCCS 
ChemSpider;17339188;;;;;1.1;669.5;1.462;;;;157;1;3.1336965302;0;0;3.1336965302;5.969305288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674.822;0;0;0;0;0;0;0;0;0;0;0;0;157.29;0;5.969305288;0;0;0;5.601050811;3.0876019512;0;4.7945371841;0;612.326;0;33.6545147355;22.4545070219;0.9097;0;1;0;1;13;0;0;276;0;0;0;-1.05;0;0;0;0;0;0;0;0;0;0;0;0;0;66.6857457942;0;0;0;1;35;0;0;0;0;0;27.192033222;0;0;0;181.848932607;66.3737555835;0;0;0;15;0;0;606.978015299;275.119358296;0;5.1982632607;0;0;0;71.4802829783;44.95;165.172049113;40.9732828871;36.7801945854;0;5.1982632607;0;0;18.9970088754;158.565167148;0;5.601050811;0;32.793084033;5271221863.42;0;0;0;0;20.7712115991;1;0;1;0;0;0;0;10.4085190023;10.4085190023;46;0;15;0;0;0;0;106.416666667;0;0;0;0;15;16.2103568226;0;20.7712115991;0;0;0;0;4.7945371841;66.6857457942;0;16.2103568226;1;0;0;0;0;28.5474659728;0;167.3758;171.592870736;C31H62O15;0;0;0;0;0;28.5474659728;0;40;CC(C)(C)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO 
ChemSpider;4385544;;;;;1.1;547.7;1.465;;;;129;1;2.0443140162;0;0;2.0443140162;6.0932400709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468.588;0;0;0;0;0;0;0;0;0;0;0;0;128.96;5.316788604;6.0932400709;0;0;0;5.601050811;3.1002849807;0;4.7945371841;0;424.236;0;23.7550197989;15.4545070219;0.586;0;0;0;1;8;0;0;192;0;0;0;-1.05;0;0;0;0;0;0;0;0;0;0;0;1;0;43.6285711076;4.7945371841;0;0;2;21;0;0;0;0;0;20.7712115991;0;0;11.0504560812;117.280151197;37.8949036304;0;0;0;11;1;0;409.221783161;191.997730132;1;3.4088606331;0;5.316788604;0;42.6894408145;30.95;105.585860315;26.9845423143;23.11974954;0;3.4088606331;0;0;0;105.585860315;0;11.6942908819;0;26.3722624101;5657968.62793;0;5.7336674772;0;0;20.7712115991;0;0;2;0;0;0;0;7.5039508666;7.5039508666;32;0;10;0;0;0;0;74.4166666667;0;0;0;1;11;11.1656260011;13.0895128118;20.7712115991;0;0;0;4.7945371841;0;48.9453597116;0;11.1656260011;0;0;0;0;0;20.0652933823;0;119.0241;92.4963475032;C21H44N2O9;0;0;0;0;0;20.0652933823;0;26;CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCN 
ChemSpider;4256166;;;;;1.1;667.6;1.467;;;;166;1;2.9239668274;0;0;2.9239668274;6.0932400709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644.8;0;0;0;0;0;0;0;0;0;0;0;0;165.88;5.316788604;6.0932400709;0;0;0;5.601050811;3.0878940923;0;4.7945371841;0;584.32;0;32.2403011731;21.4545070219;0.6524;0;0;0;1;12;0;0;264;0;0;0;-1.21;0;0;0;0;0;0;0;0;0;0;0;1;0;62.5760229228;4.7945371841;0;0;2;33;0;0;0;0;0;20.7712115991;0;0;11.0504560812;170.135206913;56.8423554456;0;0;0;15;1;0;585.959615744;263.371447966;1;4.8968945048;0;5.316788604;0;61.6368926297;42.79;158.440916031;38.8145158127;34.6591299892;0;4.8968945048;0;0;0;158.440916031;0;11.6942908819;0;26.3722624101;1990305675.01;0;5.7336674772;0;0;20.7712115991;0;0;2;0;0;0;0;9.9534406094;9.9534406094;44;0;14;0;0;0;0;100.416666667;0;0;0;1;15;15.4750270778;13.0895128118;20.7712115991;0;0;0;4.7945371841;0;67.8928115268;0;15.4750270778;0;0;0;0;0;27.3551407937;0;162.3001;145.351403219;C29H60N2O13;0;0;0;0;0;27.3551407937;0;38;CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN 
ChemSpider;3831175;;;;;1.1;609.8;1.466;;;;147;1;2.4841404218;0;0;2.4841404218;6.0932400709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;556.694;0;0;0;0;0;0;0;0;0;0;0;0;147.42;5.316788604;6.0932400709;0;0;0;5.601050811;3.0909598623;0;4.7945371841;0;504.278;0;27.997660486;18.4545070219;0.6192;0;0;0;1;10;0;0;228;0;0;0;-1.13;0;0;0;0;0;0;0;0;0;0;0;1;0;53.1022970152;4.7945371841;0;0;2;27;0;0;0;0;0;20.7712115991;0;0;11.0504560812;143.707679055;47.368629538;0;0;0;13;1;0;496.420086862;227.684589049;1;4.152877569;0;5.316788604;0;52.1631667221;36.87;132.013388173;32.8986779467;28.8673016332;0;4.152877569;0;0;0;132.013388173;0;11.6942908819;0;26.3722624101;106631063.09;0;5.7336674772;0;0;20.7712115991;0;0;2;0;0;0;0;8.728695738;8.728695738;38;0;12;0;0;0;0;87.4166666667;0;0;0;1;13;13.3203265395;13.0895128118;20.7712115991;0;0;0;4.7945371841;0;58.4190856192;0;13.3203265395;0;0;0;0;0;23.710217088;0;140.6621;118.923875361;C25H52N2O11;0;0;0;0;0;23.710217088;0;32;CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN 
ChemSpider;3795954;;;;;;;;;;;162;1;2.336239596;0;0;2.336239596;11.8764850173;0;0;0;0;0;1;0;0;0;0;1;0;10.442840646;0;0;554.594;0;0;0;0;0;0;0;0;0;0;0;0;198.23;20.0796133307;5.969305288;0;5.9071797294;0;13.213763929;3.0978459372;0;9.5890743681;0;512.258;0;27.7821175363;18.6639024601;-0.3531;0;0;0;2;9;0;0;222;0;0;0;-2.11;0;0;0;0;0;0;0;0;0;0;0;0;0;48.532560024;0;0;1;2;25;0;0;10.442840646;0;0;0;5.1142501256;0;5.316788604;148.996400585;52.2208409523;0;0;0;16;1;3;596.67981887;222.22580465;1;4.030191694;0;5.316788604;0;57.3273683472;35.89;132.013388173;31.9195072293;31.1097979477;0;4.030191694;0;0;6.6068819645;118.799624244;0;18.4833669818;0;0;139616859.701;0;5.1142501256;0;0;0;0;0;2;0;0;0;0;7.0899412122;7.0899412122;38;1;12;0;0;0;0;99.3333333333;0;0;0;0;16;12.3548954487;18.0012244591;5.5311289988;5.1142501256;0;0;4.7945371841;4.7945371841;53.055082583;0;12.3548954487;0;0;0;0;0;21.9217212008;0;132.0295;105.710111432;C22H42N4O12;0;0;0;0;0;21.9217212008;0;32;C(COCCOCCOCCOCCOCCOCCOCCOCCN=[N+]=[N-])NC(=O)COCC(=O)O 
ChemSpider;32699217;;;;;1.5;1418.5;1.709;;;;404;6;13.8171559643;0;0;9.20923315;88.6366490881;0;0;0;0;0;3;0;0;0;0;3;0;107.685860502;0;0;1048.236;0;0;0;0;3;0;0;3.3140839576;0;0;0;0;327.79;37.217520228;17.9079158639;0;35.4430783761;0;59.7504402753;1.1949787307;0;58.4704168412;0;990.78;0;52.6114262594;33.8219497557;-0.1819;0;0;0;9;0;0;0;384;0;0;0;-6.18;0;0;0;0;0;0;0;0;0;0;0;1;35.2856548482;5.7336674772;0;0;3;11;0;0;0;0;0;0;58.2327776732;90.9955060269;0;42.9511877052;158.309739416;43.1508346566;0;0;0;24;7;1;2613.99553981;426.625020235;6;12.9507823592;0;42.1174299589;0;58.4704168412;53.6148542572;0;11.072222158;21.1146385107;120.405195088;17.5330564117;0;0;11.1269029834;5.5634514917;0;138.090247501;0;126.281676459;2.08424862834e+15;0;5.7336674772;0;0;0;0;23.5237698988;11;0;0;28.7945288172;0;19.3094842535;24.671907171;72;0;15;1;0;0;0;188.435916042;0;0;3;0;21;22.8110088656;14.2410673597;58.2327776732;90.9955060269;35.2856548482;0;4.7945371841;48.9898746806;52.5371024126;0;25.4499672994;0;0;0;0;1;39.8536414049;0;268.0237;10.7477456259;C48H57N9O12S3;0;0;0;7;0;42.3031311477;0;23;CC1(C(NC(S1)C(C(=O)NC(C2=CC=CC=C2)C(=O)NC(C3NC(C(S3)(C)C)C(=O)O)C(=O)NC(C4=CC=CC=C4)C(=O)NC5C6N(C5=O)C(C(S6)(C)C)C(=O)O)NC(=O)C(C7=CC=CC=C7)N)C(=O)O)C 
ChemSpider;2199;;;;;;;1.5735;;;;;0;2.8091973765;0;0;2.8091973765;0;0;0;0;0;0;0;0;0;0;0;0;0;59.6578395311;0;0;340.419;0;0;0;0;2;0;0;0;0;0;0;0;43.52;38.1129426732;0;0;0;0;36.9207203711;1.4124141275;0;0;0;316.227;0;17.2778101141;12.1093229166;3.5677;0;0;0;0;4;0;0;132;0;0;0;-2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;18.9474518152;0;11.4990236666;0;0;0;0;0;0;0;0;24.9743773828;48.5309365477;0;9.4737259076;38.6354606335;14.888716377;0;0;0;4;0;0;636.180837785;148.215494966;0;4.6876478599;0;0;0;18.9474518152;16.4296071472;26.4275278581;4.1418404925;6.6951835052;0;4.6876478599;11.4990236666;0;17.6229232449;13.213763929;0;0;0;31.4703976443;1360885.74424;0;0;0;0;24.2654682738;0;24.7127875956;0;0;0;11.1269029834;0;7.2064468604;7.2064468604;25;0;4;0;0;0;0;50.5833333333;0;0;0;0;4;8.8100809216;5.4149904694;35.3923712572;38.1129426732;0;0;0;0;18.9474518152;0;8.8100809216;0;2;0;0;0;14.7349229785;0;95.482;13.213763929;C21H24O4;0;0;0;4;0;14.7349229785;0;8;CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4 
ChemSpider;163569;;;;;1.3;776.9;1.549;;;;234;8;3.7705741314;0;0;3.7705741314;59.377084419;0;0;0;0;0;0;0;0;0;0;0;0;99.6922874397;0;0;770.741;0;0;0;0;1;0;0;0;2;0;0;0;234.46;50.1071913096;48.0023118696;0;0;0;63.6850366549;3.2020756673;0;38.3562974726;0;728.405;0;41.4427360531;26.0820159581;3.44002;0;0;0;8;8;0;0;296;1;0;0;-6.98;0;0;0;0;0;0;0;0;0;0;0;0;0;37.8949036304;20.9638469175;0;0;2;0;0;0;0;0;17.7537181385;5.5634514917;94.128835948;0;10.633577208;100.857367586;66.6621267348;0;0;0;18;2;0;1543.907989;315.907253476;2;6.8632836763;0;0;0;76.251201103;46.0408246564;63.4886329241;17.3938389494;23.5549357049;6.9237371997;6.8632836763;0;0;11.3747725494;5.5634514917;0;111.687348524;0;6.9237371997;250458004278;0;10.8299809388;0;0;0;6;36.456120641;2;0;0;18.1991012054;0;11.302975006;11.302975006;55;0;16;0;0;0;0;159.833333333;0;0;0;0;18;15.8233889473;47.8308931904;24.6199228283;45.5399811701;0;0;38.3562974726;10.633577208;37.8949036304;0;15.8233889473;0;0;0;0;0;30.1276200067;0;192.9224;0;C37H42N2O16;0;0;0;1;0;30.1276200067;0;34;CC1=C(C=C(C=C1)NC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)NC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C 
ChemSpider;1266719;;;;;1.2;347.9;1.614;;;;43;1;1.1562825719;0;0;1.1562825719;5.7832449464;0;0;0;0;0;0;0;2;0;0;0;0;72.6163695302;0;0;214.22;0;0;0;0;0;0;0;0;0;0;0;0;43.35;0;0;0;0;5.7832449464;11.5204948377;1.9418819269;0;4.7945371841;0;204.14;0;11.2173321818;7.8433365929;2.9505;0;0;0;1;0;0;0;80;0;0;0;-2.29;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8343018741;0;0;0;0;0;0;0;0;0;0;11.5204948377;69.9301765666;0;0;5.7832449464;4.7945371841;0;0;0;3;0;0;441.034803344;92.6841824614;0;1.9100984468;0;0;0;13.6288390582;10.235362076;0;2.8498118619;4.9786519412;48.9438344788;1.9100984468;0;0;5.7832449464;11.5204948377;0;0;1;0;8728.45025105;0;0;0;0;0;0;0;0;0;0;12.1520402137;0;3.099874748;3.099874748;16;0;3;0;2;10.1052754157;0;28.8947245843;0;0;0;0;3;4.8158277641;0;48.5695487012;0;0;0;0;4.7945371841;8.8343018741;0;4.8158277641;0;0;0;0;0;8.4982475633;0;58.907;12.5263259913;C13H10O3;0;0;0;2;0;8.4982475633;0;4;C1=COC(=C1)C=CC(=O)C=CC2=CC=CO2 
ChemSpider;13836520;;;;;;50;1.433;;;;;0;0.4470869975;0;0;0.4470869975;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6549557904;0;0;114.144;0;0;0;0;0;0;0;0;0;0;0;0;21.76;6.5789356836;0;0;0;0;6.1039663878;1.803593801;0;0;0;104.064;0;5.8199909563;3.9318516526;0.5878;0;0;0;0;2;0;0;46;0;0;0;-0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4737259076;0;0;0;0;1;0;0;0;0;0;0;12.6549557904;0;0;25.9246122813;9.4737259076;0;0;0;2;0;0;76.5977206057;49.0956178731;0;0.8713732078;0;0;0;9.4737259076;5.7905483029;19.8206458935;2.0947428914;2.8449281825;6.0760201068;0.8713732078;0;0;0;12.7108483523;0;0;0;6.1039663878;145.436783622;0;0;0;0;0;0;13.213763929;0;0;0;0;0;1.7814744144;1.7814744144;8;0;2;0;0;0;0;17.8333333333;0;0;0;0;2;2.734720826;0;0;6.0760201068;6.5789356836;0;0;0;9.4737259076;0;2.734720826;0;1;0;0;0;4.7996242441;0;30.756;19.8206458935;C6H10O2;0;0;0;1;0;4.7996242441;0;4;C=CCOCC1CO1 
ChemSpider;145119;;;;;2.2;;2.017;;;;95;0;0.9024859166;0;0;0.9024859166;16.9817407162;0;0;0;0;0;0;0;0;0;1;0;0;21.718665901;0;0;165.112;0;0;2;0;0;0;0;0;0;0;0;0;103.86;25.1127960116;5.6897433982;0;5.8178627778;5.6471772208;5.5167007176;2.9780686085;0;9.7016024281;0;162.088;0;8.5520417639;5.8088617503;-0.9197;0;0;0;0;0;0;0;60;0;0;0;-2.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.8178627778;0;0;2;0;0;0;11.1638779384;0;4.907065244;0;16.2987391867;0;5.6897433982;19.9359140838;0;0;0;0;7;2;3;483.789390841;64.8374260994;0;1.3802004316;1;19.9359140838;0;0;6.6472331686;0;0.7970171907;2.2234937746;0;1.3802004316;0;0;11.4650399986;5.5167007176;0;5.6897433982;0;0;931.147588738;0;5.1768819279;4;2;0;0;0;2;0;0;6.3273200748;0;2.0829931088;2.0829931088;12;0;5;0;0;0;0;36.6666666667;0;0;0;0;7;3.0779995464;0;5.1768819279;0;4.907065244;4.983978521;9.778515705;4.983978521;4.983978521;0;3.0779995464;0;0;0;0;1;5.7354876366;0;40.829;6.3273200748;C5H3N5O2;0;0;0;2;0;5.7354876366;0;1;C1=NC2=NC(=O)NC(=C2N1)N=O 
ChemSpider;81758;;;;;1.4;375.8;1.478;;;;103;1;0.7261199616;0;0;0.4137494469;13.7920024111;0;0;0;0;0;0;0;0;0;0;0;0;12.1520402137;0;0;210.122;0;0;0;0;0;1;0;0;0;0;0;0;93.06;15.8395457991;13.7920024111;0;0;0;6.6068819645;3.5312469367;0;9.359585469;0;199.034;0;10.4831276631;5.827185822;0.215;0;0;0;1;1;0;0;76;0;0;0;-0.68;0;0;0;0;0;0;0;0;0;0;0;0;7.8226971231;9.7868232055;0;0;0;2;1;0;0;0;0;0;6.9237371997;12.1520402137;0;0;28.9698924225;18.6201955845;1;0;0;7;0;0;241.509031671;75.4010493056;0;0.9244132417;0;0;0;28.40701879;12.32;13.213763929;7.6733568905;5.1367483588;0;1.4433367905;0;0;18.7868684591;0;0;13.7920024111;0;6.9237371997;396.193583685;0;0;0;0;0;1;0;2;0;0;6.9237371997;0;2.2400498178;3.479402609;13;0;4;0;0;14.1432246788;0;30.9956642101;0;0;0;0;6;3.3543003219;5.5731045301;6.9237371997;6.5789356836;0;0;9.359585469;4.5237471617;14.5236861593;0;4.8845970653;0;0;0;0;0;7.0959542919;0;43.7691;6.6068819645;C6H11O6P;0;0;0;0;0;7.9903814829;0;6;CC(=C)C(=O)OCCOP(=O)(O)O 
