Experimental;Computed
50.0;628.8
54.0;628.8
375.8;628.8
959.3;609.8
423.7;628.8
347.9;628.8
807.2;609.8
667.6;609.8
828.3;609.8
648.0;609.8
736.5;609.8
609.8;628.8
559.7;628.8
628.8;609.8
776.9;609.8
669.5;609.8
152.1;628.8
217.0;628.8
1418.5;609.8
547.7;628.8
