Experimental;Computed
50.0;219.724144006
54.0;169.486694295
375.8;304.122940358
959.3;1129.27289804
423.7;377.528246404
347.9;85.3658141363
807.2;1012.77289988
667.6;655.620698624
828.3;774.939553282
648.0;392.194652278
736.5;726.701591179
609.8;576.536197901
559.7;551.112206749
628.8;569.323128364
776.9;1040.57983738
669.5;613.328887583
152.1;284.85554993
217.0;266.396137402
1418.5;1113.43048999
547.7;501.177590364
