Experimental;Computed
50.0;562.083539349
54.0;551.833400564
375.8;490.782498122
959.3;643.896770508
423.7;541.054956398
347.9;526.952305477
807.2;531.230663466
667.6;522.719316481
828.3;606.816041078
648.0;635.072089346
736.5;628.029373131
609.8;519.372399552
559.7;461.084178222
628.8;574.35255108
776.9;580.496142966
669.5;526.377413084
152.1;565.925357943
217.0;519.817688792
1418.5;1217.76842782
547.7;516.050685584
